t,state
7746,1.97626e-323
7747,1.97626e-323
7748,1.97626e-323
7749,1.97626e-323
7750,1.97626e-323
7751,1.97626e-323
7752,1.97626e-323
7753,1.97626e-323
7754,1.97626e-323
7755,1.97626e-323
7756,1.97626e-323
7757,1.97626e-323
7758,1.97626e-323
7759,1.97626e-323
7760,1.97626e-323
7761,1.97626e-323
7762,1.97626e-323
7763,1.97626e-323
7764,1.97626e-323
7765,1.97626e-323
7766,1.97626e-323
7767,1.97626e-323
7768,1.97626e-323
7769,1.97626e-323
7770,1.97626e-323
7771,1.97626e-323
7772,1.97626e-323
7773,1.97626e-323
7774,1.97626e-323
7775,1.97626e-323
7776,1.97626e-323
7777,1.97626e-323
7778,1.97626e-323
7779,1.97626e-323
7780,1.97626e-323
7781,1.97626e-323
7782,1.97626e-323
7783,1.97626e-323
7784,1.97626e-323
7785,1.97626e-323
7786,1.97626e-323
7787,1.97626e-323
7788,1.97626e-323
7789,1.97626e-323
7790,1.97626e-323
7791,1.97626e-323
7792,1.97626e-323
7793,1.97626e-323
7794,1.97626e-323
7795,1.97626e-323
7796,1.97626e-323
7797,1.97626e-323
7798,1.97626e-323
7799,1.97626e-323
7800,1.97626e-323
7801,1.97626e-323
7802,1.97626e-323
7803,1.97626e-323
7804,1.97626e-323
7805,1.97626e-323
7806,1.97626e-323
7807,1.97626e-323
7808,1.97626e-323
7809,1.97626e-323
7810,1.97626e-323
7811,1.97626e-323
7812,1.97626e-323
7813,1.97626e-323
7814,1.97626e-323
7815,1.97626e-323
7816,1.97626e-323
7817,1.97626e-323
7818,1.97626e-323
7819,1.97626e-323
7820,1.97626e-323
7821,1.97626e-323
7822,1.97626e-323
7823,1.97626e-323
7824,1.97626e-323
7825,1.97626e-323
7826,1.97626e-323
7827,1.97626e-323
7828,1.97626e-323
7829,1.97626e-323
7830,1.97626e-323
7831,1.97626e-323
7832,1.97626e-323
7833,1.97626e-323
7834,1.97626e-323
7835,1.97626e-323
7836,1.97626e-323
7837,1.97626e-323
7838,1.97626e-323
7839,1.97626e-323
7840,1.97626e-323
7841,1.97626e-323
7842,1.97626e-323
7843,1.97626e-323
7844,1.97626e-323
7845,1.97626e-323
7846,1.97626e-323
7847,1.97626e-323
7848,1.97626e-323
7849,1.97626e-323
7850,1.97626e-323
7851,1.97626e-323
7852,1.97626e-323
7853,1.97626e-323
7854,1.97626e-323
7855,1.97626e-323
7856,1.97626e-323
7857,1.97626e-323
7858,1.97626e-323
7859,1.97626e-323
7860,1.97626e-323
7861,1.97626e-323
7862,1.97626e-323
7863,1.97626e-323
7864,1.97626e-323
7865,1.97626e-323
7866,1.97626e-323
7867,1.97626e-323
7868,1.97626e-323
7869,1.97626e-323
7870,1.97626e-323
7871,1.97626e-323
7872,1.97626e-323
7873,1.97626e-323
7874,1.97626e-323
7875,1.97626e-323
7876,1.97626e-323
7877,1.97626e-323
7878,1.97626e-323
7879,1.97626e-323
7880,1.97626e-323
7881,1.97626e-323
7882,1.97626e-323
7883,1.97626e-323
7884,1.97626e-323
7885,1.97626e-323
7886,1.97626e-323
7887,1.97626e-323
7888,1.97626e-323
7889,1.97626e-323
7890,1.97626e-323
7891,1.97626e-323
7892,1.97626e-323
7893,1.97626e-323
7894,1.97626e-323
7895,1.97626e-323
7896,1.97626e-323
7897,1.97626e-323
7898,1.97626e-323
7899,1.97626e-323
7900,1.97626e-323
7901,1.97626e-323
7902,1.97626e-323
7903,1.97626e-323
7904,1.97626e-323
7905,1.97626e-323
7906,1.97626e-323
7907,1.97626e-323
7908,1.97626e-323
7909,1.97626e-323
7910,1.97626e-323
7911,1.97626e-323
7912,1.97626e-323
7913,1.97626e-323
7914,1.97626e-323
7915,1.97626e-323
7916,1.97626e-323
7917,1.97626e-323
7918,1.97626e-323
7919,1.97626e-323
7920,1.97626e-323
7921,1.97626e-323
7922,1.97626e-323
7923,1.97626e-323
7924,1.97626e-323
7925,1.97626e-323
7926,1.97626e-323
7927,1.97626e-323
7928,1.97626e-323
7929,1.97626e-323
7930,1.97626e-323
7931,1.97626e-323
7932,1.97626e-323
7933,1.97626e-323
7934,1.97626e-323
7935,1.97626e-323
7936,1.97626e-323
7937,1.97626e-323
7938,1.97626e-323
7939,1.97626e-323
7940,1.97626e-323
7941,1.97626e-323
7942,1.97626e-323
7943,1.97626e-323
7944,1.97626e-323
7945,1.97626e-323
7946,1.97626e-323
7947,1.97626e-323
7948,1.97626e-323
7949,1.97626e-323
7950,1.97626e-323
7951,1.97626e-323
7952,1.97626e-323
7953,1.97626e-323
7954,1.97626e-323
7955,1.97626e-323
7956,1.97626e-323
7957,1.97626e-323
7958,1.97626e-323
7959,1.97626e-323
7960,1.97626e-323
7961,1.97626e-323
7962,1.97626e-323
7963,1.97626e-323
7964,1.97626e-323
7965,1.97626e-323
7966,1.97626e-323
7967,1.97626e-323
7968,1.97626e-323
7969,1.97626e-323
7970,1.97626e-323
7971,1.97626e-323
7972,1.97626e-323
7973,1.97626e-323
7974,1.97626e-323
7975,1.97626e-323
7976,1.97626e-323
7977,1.97626e-323
7978,1.97626e-323
7979,1.97626e-323
7980,1.97626e-323
7981,1.97626e-323
7982,1.97626e-323
7983,1.97626e-323
7984,1.97626e-323
7985,1.97626e-323
7986,1.97626e-323
7987,1.97626e-323
7988,1.97626e-323
7989,1.97626e-323
7990,1.97626e-323
7991,1.97626e-323
7992,1.97626e-323
7993,1.97626e-323
7994,1.97626e-323
7995,1.97626e-323
7996,1.97626e-323
7997,1.97626e-323
7998,1.97626e-323
7999,1.97626e-323
8000,1.97626e-323
8001,1.97626e-323
8002,1.97626e-323
8003,1.97626e-323
8004,1.97626e-323
8005,1.97626e-323
8006,1.97626e-323
8007,1.97626e-323
8008,1.97626e-323
8009,1.97626e-323
8010,1.97626e-323
8011,1.97626e-323
8012,1.97626e-323
8013,1.97626e-323
8014,1.97626e-323
8015,1.97626e-323
8016,1.97626e-323
8017,1.97626e-323
8018,1.97626e-323
8019,1.97626e-323
8020,1.97626e-323
8021,1.97626e-323
8022,1.97626e-323
8023,1.97626e-323
8024,1.97626e-323
8025,1.97626e-323
8026,1.97626e-323
8027,1.97626e-323
8028,1.97626e-323
8029,1.97626e-323
8030,1.97626e-323
8031,1.97626e-323
8032,1.97626e-323
8033,1.97626e-323
8034,1.97626e-323
8035,1.97626e-323
8036,1.97626e-323
8037,1.97626e-323
8038,1.97626e-323
8039,1.97626e-323
8040,1.97626e-323
8041,1.97626e-323
8042,1.97626e-323
8043,1.97626e-323
8044,1.97626e-323
8045,1.97626e-323
8046,1.97626e-323
8047,1.97626e-323
8048,1.97626e-323
8049,1.97626e-323
8050,1.97626e-323
8051,1.97626e-323
8052,1.97626e-323
8053,1.97626e-323
8054,1.97626e-323
8055,1.97626e-323
8056,1.97626e-323
8057,1.97626e-323
8058,1.97626e-323
8059,1.97626e-323
8060,1.97626e-323
8061,1.97626e-323
8062,1.97626e-323
8063,1.97626e-323
8064,1.97626e-323
8065,1.97626e-323
8066,1.97626e-323
8067,1.97626e-323
8068,1.97626e-323
8069,1.97626e-323
8070,1.97626e-323
8071,1.97626e-323
8072,1.97626e-323
8073,1.97626e-323
8074,1.97626e-323
8075,1.97626e-323
8076,1.97626e-323
8077,1.97626e-323
8078,1.97626e-323
8079,1.97626e-323
8080,1.97626e-323
8081,1.97626e-323
8082,1.97626e-323
8083,1.97626e-323
8084,1.97626e-323
8085,1.97626e-323
8086,1.97626e-323
8087,1.97626e-323
8088,1.97626e-323
8089,1.97626e-323
8090,1.97626e-323
8091,1.97626e-323
8092,1.97626e-323
8093,1.97626e-323
8094,1.97626e-323
8095,1.97626e-323
8096,1.97626e-323
8097,1.97626e-323
8098,1.97626e-323
8099,1.97626e-323
8100,1.97626e-323
8101,1.97626e-323
8102,1.97626e-323
8103,1.97626e-323
8104,1.97626e-323
8105,1.97626e-323
8106,1.97626e-323
8107,1.97626e-323
8108,1.97626e-323
8109,1.97626e-323
8110,1.97626e-323
8111,1.97626e-323
8112,1.97626e-323
8113,1.97626e-323
8114,1.97626e-323
8115,1.97626e-323
8116,1.97626e-323
8117,1.97626e-323
8118,1.97626e-323
8119,1.97626e-323
8120,1.97626e-323
8121,1.97626e-323
8122,1.97626e-323
8123,1.97626e-323
8124,1.97626e-323
8125,1.97626e-323
8126,1.97626e-323
8127,1.97626e-323
8128,1.97626e-323
8129,1.97626e-323
8130,1.97626e-323
8131,1.97626e-323
8132,1.97626e-323
8133,1.97626e-323
8134,1.97626e-323
8135,1.97626e-323
8136,1.97626e-323
8137,1.97626e-323
8138,1.97626e-323
8139,1.97626e-323
8140,1.97626e-323
8141,1.97626e-323
8142,1.97626e-323
8143,1.97626e-323
8144,1.97626e-323
8145,1.97626e-323
8146,1.97626e-323
8147,1.97626e-323
8148,1.97626e-323
8149,1.97626e-323
8150,1.97626e-323
8151,1.97626e-323
8152,1.97626e-323
8153,1.97626e-323
8154,1.97626e-323
8155,1.97626e-323
8156,1.97626e-323
8157,1.97626e-323
8158,1.97626e-323
8159,1.97626e-323
8160,1.97626e-323
8161,1.97626e-323
8162,1.97626e-323
8163,1.97626e-323
8164,1.97626e-323
8165,1.97626e-323
8166,1.97626e-323
8167,1.97626e-323
8168,1.97626e-323
8169,1.97626e-323
8170,1.97626e-323
8171,1.97626e-323
8172,1.97626e-323
8173,1.97626e-323
8174,1.97626e-323
8175,1.97626e-323
8176,1.97626e-323
8177,1.97626e-323
8178,1.97626e-323
8179,1.97626e-323
8180,1.97626e-323
8181,1.97626e-323
8182,1.97626e-323
8183,1.97626e-323
8184,1.97626e-323
8185,1.97626e-323
8186,1.97626e-323
8187,1.97626e-323
8188,1.97626e-323
8189,1.97626e-323
8190,1.97626e-323
8191,1.97626e-323
8192,1.97626e-323
8193,1.97626e-323
8194,1.97626e-323
8195,1.97626e-323
8196,1.97626e-323
8197,1.97626e-323
8198,1.97626e-323
8199,1.97626e-323
8200,1.97626e-323
8201,1.97626e-323
8202,1.97626e-323
8203,1.97626e-323
8204,1.97626e-323
8205,1.97626e-323
8206,1.97626e-323
8207,1.97626e-323
8208,1.97626e-323
8209,1.97626e-323
8210,1.97626e-323
8211,1.97626e-323
8212,1.97626e-323
8213,1.97626e-323
8214,1.97626e-323
8215,1.97626e-323
8216,1.97626e-323
8217,1.97626e-323
8218,1.97626e-323
8219,1.97626e-323
8220,1.97626e-323
8221,1.97626e-323
8222,1.97626e-323
8223,1.97626e-323
8224,1.97626e-323
8225,1.97626e-323
8226,1.97626e-323
8227,1.97626e-323
8228,1.97626e-323
8229,1.97626e-323
8230,1.97626e-323
8231,1.97626e-323
8232,1.97626e-323
8233,1.97626e-323
8234,1.97626e-323
8235,1.97626e-323
8236,1.97626e-323
8237,1.97626e-323
8238,1.97626e-323
8239,1.97626e-323
8240,1.97626e-323
8241,1.97626e-323
8242,1.97626e-323
8243,1.97626e-323
8244,1.97626e-323
8245,1.97626e-323
8246,1.97626e-323
8247,1.97626e-323
8248,1.97626e-323
8249,1.97626e-323
8250,1.97626e-323
8251,1.97626e-323
8252,1.97626e-323
8253,1.97626e-323
8254,1.97626e-323
8255,1.97626e-323
8256,1.97626e-323
8257,1.97626e-323
8258,1.97626e-323
8259,1.97626e-323
8260,1.97626e-323
8261,1.97626e-323
8262,1.97626e-323
8263,1.97626e-323
8264,1.97626e-323
8265,1.97626e-323
8266,1.97626e-323
8267,1.97626e-323
8268,1.97626e-323
8269,1.97626e-323
8270,1.97626e-323
8271,1.97626e-323
8272,1.97626e-323
8273,1.97626e-323
8274,1.97626e-323
8275,1.97626e-323
8276,1.97626e-323
8277,1.97626e-323
8278,1.97626e-323
8279,1.97626e-323
8280,1.97626e-323
8281,1.97626e-323
8282,1.97626e-323
8283,1.97626e-323
8284,1.97626e-323
8285,1.97626e-323
8286,1.97626e-323
8287,1.97626e-323
8288,1.97626e-323
8289,1.97626e-323
8290,1.97626e-323
8291,1.97626e-323
8292,1.97626e-323
8293,1.97626e-323
8294,1.97626e-323
8295,1.97626e-323
8296,1.97626e-323
8297,1.97626e-323
8298,1.97626e-323
8299,1.97626e-323
8300,1.97626e-323
8301,1.97626e-323
8302,1.97626e-323
8303,1.97626e-323
8304,1.97626e-323
8305,1.97626e-323
8306,1.97626e-323
8307,1.97626e-323
8308,1.97626e-323
8309,1.97626e-323
8310,1.97626e-323
8311,1.97626e-323
8312,1.97626e-323
8313,1.97626e-323
8314,1.97626e-323
8315,1.97626e-323
8316,1.97626e-323
8317,1.97626e-323
8318,1.97626e-323
8319,1.97626e-323
8320,1.97626e-323
8321,1.97626e-323
8322,1.97626e-323
8323,1.97626e-323
8324,1.97626e-323
8325,1.97626e-323
8326,1.97626e-323
8327,1.97626e-323
8328,1.97626e-323
8329,1.97626e-323
8330,1.97626e-323
8331,1.97626e-323
8332,1.97626e-323
8333,1.97626e-323
8334,1.97626e-323
8335,1.97626e-323
8336,1.97626e-323
8337,1.97626e-323
8338,1.97626e-323
8339,1.97626e-323
8340,1.97626e-323
8341,1.97626e-323
8342,1.97626e-323
8343,1.97626e-323
8344,1.97626e-323
8345,1.97626e-323
8346,1.97626e-323
8347,1.97626e-323
8348,1.97626e-323
8349,1.97626e-323
8350,1.97626e-323
8351,1.97626e-323
8352,1.97626e-323
8353,1.97626e-323
8354,1.97626e-323
8355,1.97626e-323
8356,1.97626e-323
8357,1.97626e-323
8358,1.97626e-323
8359,1.97626e-323
8360,1.97626e-323
8361,1.97626e-323
8362,1.97626e-323
8363,1.97626e-323
8364,1.97626e-323
8365,1.97626e-323
8366,1.97626e-323
8367,1.97626e-323
8368,1.97626e-323
8369,1.97626e-323
8370,1.97626e-323
8371,1.97626e-323
8372,1.97626e-323
8373,1.97626e-323
8374,1.97626e-323
8375,1.97626e-323
8376,1.97626e-323
8377,1.97626e-323
8378,1.97626e-323
8379,1.97626e-323
8380,1.97626e-323
8381,1.97626e-323
8382,1.97626e-323
8383,1.97626e-323
8384,1.97626e-323
8385,1.97626e-323
8386,1.97626e-323
8387,1.97626e-323
8388,1.97626e-323
8389,1.97626e-323
8390,1.97626e-323
8391,1.97626e-323
8392,1.97626e-323
8393,1.97626e-323
8394,1.97626e-323
8395,1.97626e-323
8396,1.97626e-323
8397,1.97626e-323
8398,1.97626e-323
8399,1.97626e-323
8400,1.97626e-323
8401,1.97626e-323
8402,1.97626e-323
8403,1.97626e-323
8404,1.97626e-323
8405,1.97626e-323
8406,1.97626e-323
8407,1.97626e-323
8408,1.97626e-323
8409,1.97626e-323
8410,1.97626e-323
8411,1.97626e-323
8412,1.97626e-323
8413,1.97626e-323
8414,1.97626e-323
8415,1.97626e-323
8416,1.97626e-323
8417,1.97626e-323
8418,1.97626e-323
8419,1.97626e-323
8420,1.97626e-323
8421,1.97626e-323
8422,1.97626e-323
8423,1.97626e-323
8424,1.97626e-323
8425,1.97626e-323
8426,1.97626e-323
8427,1.97626e-323
8428,1.97626e-323
8429,1.97626e-323
8430,1.97626e-323
8431,1.97626e-323
8432,1.97626e-323
8433,1.97626e-323
8434,1.97626e-323
8435,1.97626e-323
8436,1.97626e-323
8437,1.97626e-323
8438,1.97626e-323
8439,1.97626e-323
8440,1.97626e-323
8441,1.97626e-323
8442,1.97626e-323
8443,1.97626e-323
8444,1.97626e-323
8445,1.97626e-323
8446,1.97626e-323
8447,1.97626e-323
8448,1.97626e-323
8449,1.97626e-323
8450,1.97626e-323
8451,1.97626e-323
8452,1.97626e-323
8453,1.97626e-323
8454,1.97626e-323
8455,1.97626e-323
8456,1.97626e-323
8457,1.97626e-323
8458,1.97626e-323
8459,1.97626e-323
8460,1.97626e-323
8461,1.97626e-323
8462,1.97626e-323
8463,1.97626e-323
8464,1.97626e-323
8465,1.97626e-323
8466,1.97626e-323
8467,1.97626e-323
8468,1.97626e-323
8469,1.97626e-323
8470,1.97626e-323
8471,1.97626e-323
8472,1.97626e-323
8473,1.97626e-323
8474,1.97626e-323
8475,1.97626e-323
8476,1.97626e-323
8477,1.97626e-323
8478,1.97626e-323
8479,1.97626e-323
8480,1.97626e-323
8481,1.97626e-323
8482,1.97626e-323
8483,1.97626e-323
8484,1.97626e-323
8485,1.97626e-323
8486,1.97626e-323
8487,1.97626e-323
8488,1.97626e-323
8489,1.97626e-323
8490,1.97626e-323
8491,1.97626e-323
8492,1.97626e-323
8493,1.97626e-323
8494,1.97626e-323
8495,1.97626e-323
8496,1.97626e-323
8497,1.97626e-323
8498,1.97626e-323
8499,1.97626e-323
8500,1.97626e-323
8501,1.97626e-323
8502,1.97626e-323
8503,1.97626e-323
8504,1.97626e-323
8505,1.97626e-323
8506,1.97626e-323
8507,1.97626e-323
8508,1.97626e-323
8509,1.97626e-323
8510,1.97626e-323
8511,1.97626e-323
8512,1.97626e-323
8513,1.97626e-323
8514,1.97626e-323
8515,1.97626e-323
8516,1.97626e-323
8517,1.97626e-323
8518,1.97626e-323
8519,1.97626e-323
8520,1.97626e-323
8521,1.97626e-323
8522,1.97626e-323
8523,1.97626e-323
8524,1.97626e-323
8525,1.97626e-323
8526,1.97626e-323
8527,1.97626e-323
8528,1.97626e-323
8529,1.97626e-323
8530,1.97626e-323
8531,1.97626e-323
8532,1.97626e-323
8533,1.97626e-323
8534,1.97626e-323
8535,1.97626e-323
8536,1.97626e-323
8537,1.97626e-323
8538,1.97626e-323
8539,1.97626e-323
8540,1.97626e-323
8541,1.97626e-323
8542,1.97626e-323
8543,1.97626e-323
8544,1.97626e-323
8545,1.97626e-323
8546,1.97626e-323
8547,1.97626e-323
8548,1.97626e-323
8549,1.97626e-323
8550,1.97626e-323
8551,1.97626e-323
8552,1.97626e-323
8553,1.97626e-323
8554,1.97626e-323
8555,1.97626e-323
8556,1.97626e-323
8557,1.97626e-323
8558,1.97626e-323
8559,1.97626e-323
8560,1.97626e-323
8561,1.97626e-323
8562,1.97626e-323
8563,1.97626e-323
8564,1.97626e-323
8565,1.97626e-323
8566,1.97626e-323
8567,1.97626e-323
8568,1.97626e-323
8569,1.97626e-323
8570,1.97626e-323
8571,1.97626e-323
8572,1.97626e-323
8573,1.97626e-323
8574,1.97626e-323
8575,1.97626e-323
8576,1.97626e-323
8577,1.97626e-323
8578,1.97626e-323
8579,1.97626e-323
8580,1.97626e-323
8581,1.97626e-323
8582,1.97626e-323
8583,1.97626e-323
8584,1.97626e-323
8585,1.97626e-323
8586,1.97626e-323
8587,1.97626e-323
8588,1.97626e-323
8589,1.97626e-323
8590,1.97626e-323
8591,1.97626e-323
8592,1.97626e-323
8593,1.97626e-323
8594,1.97626e-323
8595,1.97626e-323
8596,1.97626e-323
8597,1.97626e-323
8598,1.97626e-323
8599,1.97626e-323
8600,1.97626e-323
8601,1.97626e-323
8602,1.97626e-323
8603,1.97626e-323
8604,1.97626e-323
8605,1.97626e-323
8606,1.97626e-323
8607,1.97626e-323
8608,1.97626e-323
8609,1.97626e-323
8610,1.97626e-323
8611,1.97626e-323
8612,1.97626e-323
8613,1.97626e-323
8614,1.97626e-323
8615,1.97626e-323
8616,1.97626e-323
8617,1.97626e-323
8618,1.97626e-323
8619,1.97626e-323
8620,1.97626e-323
8621,1.97626e-323
8622,1.97626e-323
8623,1.97626e-323
8624,1.97626e-323
8625,1.97626e-323
8626,1.97626e-323
8627,1.97626e-323
8628,1.97626e-323
8629,1.97626e-323
8630,1.97626e-323
8631,1.97626e-323
8632,1.97626e-323
8633,1.97626e-323
8634,1.97626e-323
8635,1.97626e-323
8636,1.97626e-323
8637,1.97626e-323
8638,1.97626e-323
8639,1.97626e-323
8640,1.97626e-323
8641,1.97626e-323
8642,1.97626e-323
8643,1.97626e-323
8644,1.97626e-323
8645,1.97626e-323
8646,1.97626e-323
8647,1.97626e-323
8648,1.97626e-323
8649,1.97626e-323
8650,1.97626e-323
8651,1.97626e-323
8652,1.97626e-323
8653,1.97626e-323
8654,1.97626e-323
8655,1.97626e-323
8656,1.97626e-323
8657,1.97626e-323
8658,1.97626e-323
8659,1.97626e-323
8660,1.97626e-323
8661,1.97626e-323
8662,1.97626e-323
8663,1.97626e-323
8664,1.97626e-323
8665,1.97626e-323
8666,1.97626e-323
8667,1.97626e-323
8668,1.97626e-323
8669,1.97626e-323
8670,1.97626e-323
8671,1.97626e-323
8672,1.97626e-323
8673,1.97626e-323
8674,1.97626e-323
8675,1.97626e-323
8676,1.97626e-323
8677,1.97626e-323
8678,1.97626e-323
8679,1.97626e-323
8680,1.97626e-323
8681,1.97626e-323
8682,1.97626e-323
8683,1.97626e-323
8684,1.97626e-323
8685,1.97626e-323
8686,1.97626e-323
8687,1.97626e-323
8688,1.97626e-323
8689,1.97626e-323
8690,1.97626e-323
8691,1.97626e-323
8692,1.97626e-323
8693,1.97626e-323
8694,1.97626e-323
8695,1.97626e-323
8696,1.97626e-323
8697,1.97626e-323
8698,1.97626e-323
8699,1.97626e-323
8700,1.97626e-323
8701,1.97626e-323
8702,1.97626e-323
8703,1.97626e-323
8704,1.97626e-323
8705,1.97626e-323
8706,1.97626e-323
8707,1.97626e-323
8708,1.97626e-323
8709,1.97626e-323
8710,1.97626e-323
8711,1.97626e-323
8712,1.97626e-323
8713,1.97626e-323
8714,1.97626e-323
8715,1.97626e-323
8716,1.97626e-323
8717,1.97626e-323
8718,1.97626e-323
8719,1.97626e-323
8720,1.97626e-323
8721,1.97626e-323
8722,1.97626e-323
8723,1.97626e-323
8724,1.97626e-323
8725,1.97626e-323
8726,1.97626e-323
8727,1.97626e-323
8728,1.97626e-323
8729,1.97626e-323
8730,1.97626e-323
8731,1.97626e-323
8732,1.97626e-323
8733,1.97626e-323
8734,1.97626e-323
8735,1.97626e-323
8736,1.97626e-323
8737,1.97626e-323
8738,1.97626e-323
8739,1.97626e-323
8740,1.97626e-323
8741,1.97626e-323
8742,1.97626e-323
8743,1.97626e-323
8744,1.97626e-323
8745,1.97626e-323
8746,1.97626e-323
8747,1.97626e-323
8748,1.97626e-323
8749,1.97626e-323
8750,1.97626e-323
8751,1.97626e-323
8752,1.97626e-323
8753,1.97626e-323
8754,1.97626e-323
8755,1.97626e-323
8756,1.97626e-323
8757,1.97626e-323
8758,1.97626e-323
8759,1.97626e-323
8760,1.97626e-323
8761,1.97626e-323
8762,1.97626e-323
8763,1.97626e-323
8764,1.97626e-323
8765,1.97626e-323
8766,1.97626e-323
8767,1.97626e-323
8768,1.97626e-323
8769,1.97626e-323
8770,1.97626e-323
8771,1.97626e-323
8772,1.97626e-323
8773,1.97626e-323
8774,1.97626e-323
8775,1.97626e-323
8776,1.97626e-323
8777,1.97626e-323
8778,1.97626e-323
8779,1.97626e-323
8780,1.97626e-323
8781,1.97626e-323
8782,1.97626e-323
8783,1.97626e-323
8784,1.97626e-323
8785,1.97626e-323
8786,1.97626e-323
8787,1.97626e-323
8788,1.97626e-323
8789,1.97626e-323
8790,1.97626e-323
8791,1.97626e-323
8792,1.97626e-323
8793,1.97626e-323
8794,1.97626e-323
8795,1.97626e-323
8796,1.97626e-323
8797,1.97626e-323
8798,1.97626e-323
8799,1.97626e-323
8800,1.97626e-323
8801,1.97626e-323
8802,1.97626e-323
8803,1.97626e-323
8804,1.97626e-323
8805,1.97626e-323
8806,1.97626e-323
8807,1.97626e-323
8808,1.97626e-323
8809,1.97626e-323
8810,1.97626e-323
8811,1.97626e-323
8812,1.97626e-323
8813,1.97626e-323
8814,1.97626e-323
8815,1.97626e-323
8816,1.97626e-323
8817,1.97626e-323
8818,1.97626e-323
8819,1.97626e-323
8820,1.97626e-323
8821,1.97626e-323
8822,1.97626e-323
8823,1.97626e-323
8824,1.97626e-323
8825,1.97626e-323
8826,1.97626e-323
8827,1.97626e-323
8828,1.97626e-323
8829,1.97626e-323
8830,1.97626e-323
8831,1.97626e-323
8832,1.97626e-323
8833,1.97626e-323
8834,1.97626e-323
8835,1.97626e-323
8836,1.97626e-323
8837,1.97626e-323
8838,1.97626e-323
8839,1.97626e-323
8840,1.97626e-323
8841,1.97626e-323
8842,1.97626e-323
8843,1.97626e-323
8844,1.97626e-323
8845,1.97626e-323
8846,1.97626e-323
8847,1.97626e-323
8848,1.97626e-323
8849,1.97626e-323
8850,1.97626e-323
8851,1.97626e-323
8852,1.97626e-323
8853,1.97626e-323
8854,1.97626e-323
8855,1.97626e-323
8856,1.97626e-323
8857,1.97626e-323
8858,1.97626e-323
8859,1.97626e-323
8860,1.97626e-323
8861,1.97626e-323
8862,1.97626e-323
8863,1.97626e-323
8864,1.97626e-323
8865,1.97626e-323
8866,1.97626e-323
8867,1.97626e-323
8868,1.97626e-323
8869,1.97626e-323
8870,1.97626e-323
8871,1.97626e-323
8872,1.97626e-323
8873,1.97626e-323
8874,1.97626e-323
8875,1.97626e-323
8876,1.97626e-323
8877,1.97626e-323
8878,1.97626e-323
8879,1.97626e-323
8880,1.97626e-323
8881,1.97626e-323
8882,1.97626e-323
8883,1.97626e-323
8884,1.97626e-323
8885,1.97626e-323
8886,1.97626e-323
8887,1.97626e-323
8888,1.97626e-323
8889,1.97626e-323
8890,1.97626e-323
8891,1.97626e-323
8892,1.97626e-323
8893,1.97626e-323
8894,1.97626e-323
8895,1.97626e-323
8896,1.97626e-323
8897,1.97626e-323
8898,1.97626e-323
8899,1.97626e-323
8900,1.97626e-323
8901,1.97626e-323
8902,1.97626e-323
8903,1.97626e-323
8904,1.97626e-323
8905,1.97626e-323
8906,1.97626e-323
8907,1.97626e-323
8908,1.97626e-323
8909,1.97626e-323
8910,1.97626e-323
8911,1.97626e-323
8912,1.97626e-323
8913,1.97626e-323
8914,1.97626e-323
8915,1.97626e-323
8916,1.97626e-323
8917,1.97626e-323
8918,1.97626e-323
8919,1.97626e-323
8920,1.97626e-323
8921,1.97626e-323
8922,1.97626e-323
8923,1.97626e-323
8924,1.97626e-323
8925,1.97626e-323
8926,1.97626e-323
8927,1.97626e-323
8928,1.97626e-323
8929,1.97626e-323
8930,1.97626e-323
8931,1.97626e-323
8932,1.97626e-323
8933,1.97626e-323
8934,1.97626e-323
8935,1.97626e-323
8936,1.97626e-323
8937,1.97626e-323
8938,1.97626e-323
8939,1.97626e-323
8940,1.97626e-323
8941,1.97626e-323
8942,1.97626e-323
8943,1.97626e-323
8944,1.97626e-323
8945,1.97626e-323
8946,1.97626e-323
8947,1.97626e-323
8948,1.97626e-323
8949,1.97626e-323
8950,1.97626e-323
8951,1.97626e-323
8952,1.97626e-323
8953,1.97626e-323
8954,1.97626e-323
8955,1.97626e-323
8956,1.97626e-323
8957,1.97626e-323
8958,1.97626e-323
8959,1.97626e-323
8960,1.97626e-323
8961,1.97626e-323
8962,1.97626e-323
8963,1.97626e-323
8964,1.97626e-323
8965,1.97626e-323
8966,1.97626e-323
8967,1.97626e-323
8968,1.97626e-323
8969,1.97626e-323
8970,1.97626e-323
8971,1.97626e-323
8972,1.97626e-323
8973,1.97626e-323
8974,1.97626e-323
8975,1.97626e-323
8976,1.97626e-323
8977,1.97626e-323
8978,1.97626e-323
8979,1.97626e-323
8980,1.97626e-323
8981,1.97626e-323
8982,1.97626e-323
8983,1.97626e-323
8984,1.97626e-323
8985,1.97626e-323
8986,1.97626e-323
8987,1.97626e-323
8988,1.97626e-323
8989,1.97626e-323
8990,1.97626e-323
8991,1.97626e-323
8992,1.97626e-323
8993,1.97626e-323
8994,1.97626e-323
8995,1.97626e-323
8996,1.97626e-323
8997,1.97626e-323
8998,1.97626e-323
8999,1.97626e-323
9000,1.97626e-323
9001,1.97626e-323
9002,1.97626e-323
9003,1.97626e-323
9004,1.97626e-323
9005,1.97626e-323
9006,1.97626e-323
9007,1.97626e-323
9008,1.97626e-323
9009,1.97626e-323
9010,1.97626e-323
9011,1.97626e-323
9012,1.97626e-323
9013,1.97626e-323
9014,1.97626e-323
9015,1.97626e-323
9016,1.97626e-323
9017,1.97626e-323
